id,Completed,Last page seen,Start language,Token,Date last action,Date started,IP address,DemP,DemR,RID,Weight,Weight2,Mobile device,Tablet device,SGENDER,IBIRTHYEAR,IAGEGROUPSET1,IAGEGROUPSET2,IAGEGROUPSET3,IAGEGROUPSET4,IAGEGROUPSET5,DemPC,COUNTRY,RESPONDENT,Q4 [1],Q4 [2],Q4 [3],Q4 [4],Q4 [5],Q4 [6],Q4 [7],Q4 [8],Q4 [9],Q4 [10],Q20x1 [1],Q20x1 [2],Q20x1 [3],Q20x2 [1],Q20x2 [2],Q20x2 [3],Q20x3 [1],Q20x3 [2],Q20x3 [3],Q20x4 [1],Q20x4 [2],Q20x4 [3],Q24,Q25
65,2023-06-30 20:59:11,4,en,,2023-06-30 20:59:11,2023-06-30 20:49:54,,,,e5a3e7bc-df61-8981-9ab3-d388acca3c4d,1,1,N,N,Female,1982,,,,,,60356,3,1,Stadium,,,,,,,,,,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Stadium,Pris
66,2023-06-30 21:01:36,4,en,,2023-06-30 21:01:36,2023-06-30 20:49:54,,,,85990a33-1017-6644-a03c-3eb27e9fd5e4,1,1,N,N,Female,1968,,,,,,60209,3,1,Stadium,XXL,,,,,,,,,Peak performance,Outnorth,Adidas,Asics,Nike,Adidas,Vet ej,Oklart,Vet inte,Peak performance,Race sailing,Soc,Billigare priser och Asics löparskor,Ta in fler Asics löparskor
67,2023-06-30 21:13:13,4,en,,2023-06-30 21:13:13,2023-06-30 20:49:56,,,,0b1a83dc-d780-efad-23d3-b731322c1239,1,1,N,N,Male,1968,,,,,,0678,2,1,xxl,,,,,,,,,,Bergans,Nike,Puma,bergans,nike,puma,Bergans,nike,adidas,bergans,nike,adidas,bedre kampanjer og priser,vet ikke
68,2023-06-30 20:58:19,4,en,,2023-06-30 20:58:19,2023-06-30 20:50:00,,,,3c018c0c-bfba-7f60-3903-b82ac4b55f97,1,1,N,N,Male,1968,,,,,,15134,3,1,Intersport,Stadium,,,,,,,,,Fjällräven,Helly Hansen,Vet ej,Adidas,Nike,Puma,Peak performance,Vet ej,Vet ej,Peak performance,Adidas,Puma,Större urval,Lägre priser
69,2023-06-30 21:06:16,4,en,,2023-06-30 21:06:16,2023-06-30 20:50:02,,,,a9d28ec0-4dd8-34d3-eacf-baf9962fac5e,1,1,N,N,Male,1986,,,,,,2040,2,1,xxl,jaktia,intersport,sport1,,,,,,,nike,norrøna,salomon,nike,vet ikke,vet ikke,nakamura,fisher,vet ikke,.,.,.,Handler allerede mer hos xxl en jaktia,"xxl er mer en bra nok, jeg er bare ute etter de beste tilbudene"
70,2023-06-30 20:58:51,4,en,,2023-06-30 20:58:51,2023-06-30 20:50:02,,,,8d6fa0c4-8560-ced2-56cb-9444edc30e5e,1,1,N,N,Female,2004,,,,,,4352,2,1,sportoutlet,sort1,,,,,,,,,vet desverre ikke,vet ikke,vet ikke,nike,adidas,rebook,sport1,alpina,coopobs,H&M,zalando,Kappahl,"Butikken befinner seg nærmere meg, og bedre priser","mer salg, litt bedre options i butikken"
71,2023-06-30 21:01:11,4,en,,2023-06-30 21:01:11,2023-06-30 20:50:08,,,,abd1db10-dbfe-b665-e81f-effa2e11108d,1,1,N,N,Female,2000,,,,,,23236,3,1,Xxxl,Stadium,Intersport,Teamsportia,,,,,,,Nike,Adidas,Vet ej,Adidas,Gymshark,Icaniwill,Vet rb,Vet ej,Vet ej,Gymshark,Icaniwill,Adidas,Stadiums,Bättre sortiment
72,2023-06-30 21:00:10,4,en,,2023-06-30 21:00:10,2023-06-30 20:50:14,,,,f9de8665-2806-ebed-e76a-b2f5eda7cb87,1,1,N,N,Male,1980,,,,,,6510,2,1,Xxl,,,,,,,,,,Nike,Adidas,Puma,Nike,Afiasa,Puma,Oakley,Vet ikke,Vet ikke,Sport outlet,Vet uke,Vet ikke,Kjempe tilbud,Senke priser
73,2023-06-30 21:04:33,4,en,,2023-06-30 21:04:33,2023-06-30 20:50:30,,,,fd1731b2-1574-4aea-2ebd-053cdfc0ce5a,1,1,N,N,Female,1968,,,,,,2050,2,1,Norrøna,,,,,,,,,,Hoka,Norrøna,Nike,Hoka,Nike,Norrøna,Vet ikke,Vet ikke,Vet ikke,Nike,Hoka,Norrøna,Tilbud,Hoka
74,2023-06-30 21:42:56,4,en,,2023-06-30 21:42:56,2023-06-30 20:50:33,,,,af810baa-f4a4-c57f-b9a5-3faa96e9117e,1,1,N,N,Female,1964,,,,,,16933,3,1,Stadium,Intersport,,,,,,,,,Nike,Adidas,Soc,Nike,Adidas,Soc,Nike,Adidas,Soc,Nike,Adidas,Soc,Billigare produkter,Billigare produkter
75,2023-06-30 21:01:45,4,en,,2023-06-30 21:01:45,2023-06-30 20:50:45,,,,1fb9302a-6bfe-4994-8025-04922f44b0b5,1,1,N,N,Male,1973,,,,,,55333,3,1,Stadium,Intersport,,,,,,,,,Haglöfs,Adidas,Nike,Nike,Adidas,Haglöfs,Crescent,Monark,Skeppshult,Haglöfs,Nike,Adidas,Bättre utbud,Få hem bättre märken
76,2023-06-30 20:58:03,4,en,,2023-06-30 20:58:03,2023-06-30 20:51:03,,,,051b6a16-e6ae-9882-2319-5e30138103e0,1,1,N,N,Male,1989,,,,,,12552,3,1,,,,,,,,,,,xxl,zalando,adidas,adidas,nike,zalando,adidas,zalando,nike,zalando,xxl,adidas,,vet ej
77,2023-06-30 21:01:21,4,en,,2023-06-30 21:01:21,2023-06-30 20:51:11,,,,593eec5d-5915-1e7d-0652-d8153518d8ab,1,1,N,N,Female,1991,,,,,,4621,2,1,Xxl,,,,,,,,,,Nike,Stormberg,Johaug,Nike,Adidas,Johaug,Madshus,Fischer,Johaug,Nike,Adidas,Wesc,Bedre kundeservice,Ha en klokke for å tilkalle betjening
78,2023-06-30 21:07:35,4,en,,2023-06-30 21:07:35,2023-06-30 20:51:40,,,,30762ce4-a2cb-931a-4eeb-185d8277410a,1,1,N,N,Female,1977,,,,,,5172,2,1,XXL,,,,,,,,,,Stormberg,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,vet ikke,Vet ikke,vet ikke,vet ikke,lavere pris,sette ned prisene
79,2023-06-30 21:01:23,4,en,,2023-06-30 21:01:23,2023-06-30 20:52:00,,,,a9feb182-4e62-4e5b-c68d-85d5c05e557d,1,1,N,N,Female,1985,,,,,,12743,3,1,xxl,stadium,åhlens,h&m,,,,,,,Fjällräven,out north,lulemon,xxl,stadium,zalando,vet ej,vet ej,vet ej,zalando,h&m,stadium,"Lägre priser, mer utbud inom yoga",Jag tycker att XXL motsvarar mina förväntningar ganska bra.
80,2023-06-30 21:04:39,4,en,,2023-06-30 21:04:39,2023-06-30 20:52:09,,,,1f5c3768-98fd-d8af-6467-037754d15bbf,1,1,N,N,Female,1979,,,,,,75262,3,1,Xxl,Stadium,Cdon,,,,,,,,Vet inte,Föredrar inget speciellt märke,Köper det mef bäst pris,Stadium,Xxl,Vet inte,Vet inte,Vet inte,Vet inte,Stadium,Xxl,Jula,Ännu bättre priser,Jag tycker det är bra som det är
81,2023-06-30 21:15:17,4,en,,2023-06-30 21:15:17,2023-06-30 20:52:15,,,,208d7921-362a-3902-b42e-4da64f91dfc0,1,1,N,N,Female,1985,,,,,,0262,2,1,XXL,Sport outlet,,,,,,,,,Sport outlet,Intersport,Adidas,Adidas,Nike,Sport outlet,Sport outlet,XXL,Intersport,Nike,Adidas,XXL,Sports outlet,Give more discount in products
82,2023-06-30 21:26:42,4,en,,2023-06-30 21:26:42,2023-06-30 20:52:19,,,,95a5efbd-1fd2-af1b-9cb2-db8e4721f456,1,1,N,N,Male,1972,,,,,,59240,3,1,Stadium,Intersport,,,,,,,,,Adidas,Nike,Gordon,Adidas,Nike,Puma,Monark,Helly hansen,Vet ej,Adidas,Nike,Jordan,Vet inte handlar ganska mycket på stadium redan,Vetvint
83,2023-06-30 21:19:41,4,en,,2023-06-30 21:19:41,2023-06-30 20:52:39,,,,0be1daf3-3ba3-9a42-d8fc-eecab6d8d06d,1,1,N,N,Male,1969,,,,,,12458,3,1,Stadium,Intersport,,,,,,,,,-,-,-,Nike,Adidas,Speedo,-,-,-,Nike,Adidas,-,Vet ej,Vet ej
84,2023-06-30 21:13:55,4,en,,2023-06-30 21:13:55,2023-06-30 20:53:04,,,,507cafdc-050b-eef2-45d3-9b5702f6e027,1,1,N,N,Female,1980,,,,,,13661,3,1,Stadium,Intersport,Under armour,,,,,,,,Didriksson,Everest,Kat,New Balans,Under armour,Napapijri,Polaroid,Giant,Goetze,Adidas,Nike,Rebook,Bättre pris,Osäker
85,2023-06-30 21:04:03,4,en,,2023-06-30 21:04:03,2023-06-30 20:53:08,,,,c3d26ef5-dab0-2ac0-ebfa-5af97604110d,1,1,N,N,Female,1982,,,,,,26875,3,1,Stadium,XXL,Teamsportia,,,,,,,,Vet inte,Vet inte,Vet inte,Reebok,Nike,Adidas,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte,Vet inte
86,2023-06-30 21:03:25,4,en,,2023-06-30 21:03:25,2023-06-30 20:53:34,,,,1d3c2ce4-792c-0255-05eb-1817a0cfbc7e,1,1,N,N,Female,1981,,,,,,2010,2,1,Xxl,,,,,,,,,,Hoka,Swedmountain,Usikker,Usikker,Vet ikke,Ukjent,Ingen,Ingen,Ingen,Hoka,Swedmountain,Ukjent,Tilgjengelighet,"Gode kundeaviser, fordelsprogram"
87,2023-06-30 21:12:14,4,en,,2023-06-30 21:12:14,2023-06-30 20:54:04,,,,2a6432e8-8ebf-0bcb-5de7-064f45440572,1,1,N,N,Female,1988,,,,,,3734,2,1,Gmax,Adidas,Nike,Pumba,,,,,,,Hana,Hd,Erika,He,He,He,He,G,G,Hf,H,He,GMAx,Gavekort
88,2023-06-30 21:08:41,4,en,,2023-06-30 21:08:41,2023-06-30 20:54:16,,,,6842fc5c-2c69-0106-7b53-c869be56aebe,1,1,N,N,Female,2005,,,,,,42433,3,1,Stadium,Intresport,Amazon,Cdon,,,,,,,Kvalite,Pris,Troende,Bekvämlikhet,Pris,Comfort,Märke,Pris,Berömd,Pris,Kvalite,Äkta,Hållbarhet,Sänka priset lite
89,2023-06-30 21:15:46,4,en,,2023-06-30 21:15:46,2023-06-30 20:54:20,,,,761cd041-c48b-1254-254e-e437e3b52fda,1,1,N,N,Male,1996,,,,,,19162,3,1,XXL,Stadium,Zalando,Boozt,MQ,,,,,,New Balance,Asics,Under Armour,Nike,Adidas,Puma,Head,Brooks,The North Face,UNIQLO,Lacoste,ON,Att XXL skulle ha ett mer omfattande butiksutbud som Stadium har.,Den bör vara mer flexibel och fokusera mer på olika funktionella produkter och tjänster.
90,2023-06-30 21:10:35,4,en,,2023-06-30 21:10:35,2023-06-30 20:54:26,,,,3d3e9c09-b23d-5fee-0706-a815564170eb,1,1,N,N,Male,1981,,,,,,52432,3,1,Stadium,Intersport,XZL vildmark,,,,,,,,Haglöfs,Helly Hansen,Abu,Nike,Adidas,Bauer,Crescent,White,Elan,Helly Hansen,Haglöfs,Urmark,Pris,Bättre priser
91,2023-06-30 21:19:37,4,en,,2023-06-30 21:19:37,2023-06-30 20:54:39,,,,ea4a3282-f662-8494-728d-0661c8a9151c,1,1,N,N,Male,1959,,,,,,26331,3,1,Xxl,Sportamore,,,,,,,,,Sportamore,XXL,Adidas,Adidas,Nike,Asics,Ingen,Ingen,Ingen,Nike,Asics,Adidas,Absolut ingenting,Sänk priset lite
92,2023-06-30 21:07:16,4,en,,2023-06-30 21:07:16,2023-06-30 20:54:42,,,,65cf6253-ec5f-2160-f65c-56e4daa2f5b5,1,1,N,N,Female,1977,,,,,,91631,3,1,Intersport,,,,,,,,,,Adidas,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej
93,2023-06-30 21:03:14,4,en,,2023-06-30 21:03:14,2023-06-30 20:56:02,,,,e18105b5-03ff-f6db-b9ba-31aac3f7d870,1,1,N,N,Male,1964,,,,,,17746,3,1,Xxl,Stadium,Intersport,,,,,,,,Lundhags,Haglöfs,North face,Asics,Nike,Adidas,Crescent,Specialized,Garmin,Nike,Adidas,Asics,Lägre priser,Fler snygga kläder till bra priser
94,2023-06-30 21:23:43,4,en,,2023-06-30 21:23:43,2023-06-30 20:56:12,,,,3ca5b74f-9b2b-0df4-9d40-838e8b6c788c,1,1,N,N,Female,1981,,,,,,30226,3,1,XXL,Stadium,Sportamore,Intersport,,,,,,,Fjällräven,North Face,Patagonia,Adidas,Nike,Asics,Vet ej,Vet ej,Vet ej,Adidas,Nike,Vet ej,Billigare,Bättre produktutbud
95,2023-06-30 21:10:29,4,en,,2023-06-30 21:10:29,2023-06-30 20:56:29,,,,63319d71-cf3f-22fe-097e-a91a78832ca3,1,1,N,N,Female,1958,,,,,,6416,2,1,,,,,,,,,,,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Kari Traa,Nike,Adidas,,Fysisk butikk i nærheten
96,2023-06-30 21:07:44,4,en,,2023-06-30 21:07:44,2023-06-30 20:56:49,,,,422d6fd1-040c-bb0f-14de-5b066ed80e4e,1,1,N,N,Male,1974,,,,,,70344,3,1,Stadium,Stadium outlet,Xxl,Intersport,,,,,,,Fjällräven,Norhface,Vet ej,Adidas,Nike,Reebook,Vet ej,Vet ej,Vet ej,Adidas,Nike,Reebook,Bättre service i butik. Letade länge efter personal på xxl då jag sökte e  storlek. Fick trött till svar finns den inte i butiken så är det så,Bättre kundbemötande
97,2023-06-30 21:05:41,4,en,,2023-06-30 21:05:41,2023-06-30 20:57:08,,,,5d4a69f2-508e-a6ff-72fd-5d61e043bb0c,1,1,N,N,Female,1983,,,,,,2849,2,1,Xxl,Intersport,Sport1,Amundsen,,,,,,,Kari traa,Hooka,Adidas,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Adidas,Hooka,Kari traa,"Bedre priser, mer imøtekommende ansatte","Ha litt mer vennlig betjening, ha varer i butikk"
98,2023-06-30 21:03:27,4,en,,2023-06-30 21:03:27,2023-06-30 20:57:15,,,,ea754edd-6ffd-959f-4cd2-7a5e22ac853e,1,1,N,N,Male,2001,,,,,,16446,3,1,fotboll,,,,,,,,,,idrott,fotboll,basket,vet inte,vet inte,vet inte,skidor,vet ej,vet ej,fotboll,basket,vet ej,vet ej,kvalite
99,2023-06-30 21:07:41,4,en,,2023-06-30 21:07:41,2023-06-30 20:57:24,,,,587fe0d9-3249-3811-46d6-d454620df045,1,1,N,N,Female,1994,,,,,,12747,3,1,Xxl,,,,,,,,,,Vet ej,Vet ej,Vet ej,Bauer,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Förstår ej frågan,Vet ej
100,2023-06-30 21:15:45,4,en,,2023-06-30 21:15:45,2023-06-30 20:57:27,,,,675978ee-0dbf-a1aa-60e1-4c72d164ef0d,1,1,N,N,Female,1958,,,,,,11326,3,1,Stadium,XL sport,Intersport,Naturkompaniet,,,,,,,Helly Hansen,Bergans,Haglövs,Redbook,Nike,Addidas,Raybans,Hestra,K2,Nike,Addidas,Helly Hansen,Bättre utbud,Bättre kvalite på sin produkter
101,2023-06-30 21:11:59,4,en,,2023-06-30 21:11:59,2023-06-30 20:58:04,,,,9106e4de-356b-4422-3fd1-d02d1f382f41,1,1,N,N,Female,1978,,,,,,17761,3,1,Stadium,,,,,,,,,,Nike,Adidas,Salomon,Adidas,Nike,Puma,Puma,Adidas,Nine,Fjällräven,Haglöf,Nike,Bättre kvalitet,Mer o välja på
102,2023-06-30 21:09:10,4,en,,2023-06-30 21:09:10,2023-06-30 20:58:05,,,,40bd0859-361e-a9a9-8456-3c96425cffb8,1,1,N,N,Male,1980,,,,,,41872,3,1,XXL,Stadium,CDON,XLX,XNN,CNN,Intersport,,,,Benelli,Browning,Brunox,Adidas,Nike,Puma,Atomic,Salomon,POC,Puma,Adidas,Nike,Bättre priser och mer personal,"Lägre priser, bättre personal"
103,2023-06-30 21:38:32,4,en,,2023-06-30 21:38:32,2023-06-30 20:58:56,,,,7870373d-900d-7495-4932-035b9af50ba0,1,1,N,N,Male,1973,,,,,,55448,3,1,Stadium,,,,,,,,,,Vet ej,Vet ej,Vet ej,Saucony,Swedemount,Craft,Craft,Polar,Scott,Vet ej,Vet ej,Vet ej,Priset,Tycker de gör fullt tillräckligt.
104,2023-06-30 21:09:05,4,en,,2023-06-30 21:09:05,2023-06-30 20:59:16,,,,c02852d8-ffc7-f868-11d7-66033c821d0c,1,1,N,N,Female,1964,,,,,,1769,2,1,Xxl,,,,,,,,,,Vet ikke,Vet ikke,Usikker,Ingen,Ingen,Ingen,Ingen,Ingen,Ingen,Nri,Nei,Nei,Ingenting,Billigere
105,2023-06-30 21:05:48,4,en,,2023-06-30 21:05:48,2023-06-30 20:59:20,,,,c3d84731-4723-ec58-e13e-73f33a84a5ab,1,1,N,N,Female,1999,,,,,,4623,2,1,,,,,,,,,,,Nike,Adidas,Levis,Adidas,Nike,Levi,Adidas,Trahsr,Niga,Neros,Nike,levis,,Inheg
106,2023-06-30 21:19:02,4,en,,2023-06-30 21:19:02,2023-06-30 20:59:31,,,,000dfeb2-8793-56d5-34bd-ca26e3474d59,1,1,N,N,Female,1958,,,,,,12749,3,1,Xxl,,,,,,,,,,Xxl,Sportia,Intersport,Stadium,Igor,Sportsson,Sportsson,Interaport,Xxl,Stadium,Intersport,Decathlon,Bättre priser,Tycker att dom är bra som dom ärLite dyra bara
107,2023-06-30 21:13:04,4,en,,2023-06-30 21:13:04,2023-06-30 20:59:42,,,,23d898e6-256d-2e59-e0e9-acf3f0dcc00d,1,1,N,N,Female,1992,,,,,,29393,3,1,Stadium,,,,,,,,,,Stadium,Hm,Nike,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej
108,2023-06-30 21:21:48,4,en,,2023-06-30 21:21:48,2023-06-30 20:59:43,,,,b9890359-ae72-d758-b056-37a2b49aacc5,1,1,N,N,Male,1969,,,,,,31168,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Presentera sig
109,2023-06-30 21:13:46,4,en,,2023-06-30 21:13:46,2023-06-30 20:59:47,,,,4bd21a82-48aa-f563-ea8d-2ef9e6aaa31c,1,1,N,N,Female,1970,,,,,,64630,3,1,Xxl,,,,,,,,,,Xxl,Outnord,Fjällräven,Adidas,Nike,Fjälläven,Reebok,Rosssignol,Adidas,Adidas,Nike,Asics,Bättre priser,Bättre priser
110,2023-06-30 21:08:18,4,en,,2023-06-30 21:08:18,2023-06-30 21:00:05,,,,7a93ea9d-8b64-492a-ab92-deb8a1346007,1,1,N,N,Male,1998,,,,,,22653,3,1,naturkompaniet,cdon,amazon,,,,,,,,naturkompaniet,cdon,amazon,stadium,intersport,cdon,intersport,stadium,cdon,cdon,intersport,stadium,bra sortiment,ha handel i närheten
111,2023-06-30 21:29:24,4,en,,2023-06-30 21:29:24,2023-06-30 21:00:27,,,,ed1ea267-c57d-1141-2768-9635bfbc2ffc,1,1,N,N,Male,1983,,,,,,4480,2,1,adidas,puma,nike,,,,,,,,GARM 2.0,HELIKON TEX,ARC&#39TERYX,adidas,puma,nike,Devold Duo Active Man Zip Neck,Windster ON BOARD Anatomic,Leatt Ride,adidas,puma,nike,"for å handle i denne butikken, må jeg besøke denne butikken og gjøre meg kjent med den",for å handle i denne butikken må butikken gi meg mer informasjon. Og jeg burde også se flere annonser om denne butikken.
112,2023-06-30 21:06:29,4,en,,2023-06-30 21:06:29,2023-06-30 21:00:28,,,,ed894391-53c3-ad3e-b19e-77a25ee0b844,1,1,N,N,Male,1980,,,,,,64146,3,1,,,,,,,,,,,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet wj,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,,Vet ej
113,2023-06-30 21:13:07,4,en,,2023-06-30 21:13:07,2023-06-30 21:01:33,,,,ee8f179c-d1f8-a8b6-b793-23a4c8443262,1,1,N,N,Male,1958,,,,,,5154,2,1,XXL,SPORT OUTLET,,,,,,,,,NORRØNA,BERGANS,BERGHAUS,INGEN,INGEN,INGEN,INGEN,INGEN,INGEN,NORRØNA,BERGANS,BERGHAUS,Handler stort sett bare hos XXL,TRENGER IKKE Å GJØRE NOE SOM HELST
114,2023-06-30 21:10:37,4,en,,2023-06-30 21:10:37,2023-06-30 21:01:44,,,,edfc094b-7aa2-be21-c544-3dd70b07b8d1,1,1,N,N,Male,2003,,,,,,41457,3,1,Stadium,Intersport,,,,,,,,,Nike,Adidas,Puma,Nike,Adidas,Puma,Nike,Puma,Adidas,Adidas,Puma,Nike,Priset och smidigheten,Sänka priset och skaffa fler butiker.
115,2023-06-30 21:12:43,4,en,,2023-06-30 21:12:43,2023-06-30 21:01:50,,,,8ce3be65-fc07-074e-db6a-8ac8db441dbf,1,1,N,N,Female,1957,,,,,,3294,2,1,XXL,,,,,,,,,,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Vet ikke,Ingenting spesielt,Ingenting spesielt
116,2023-06-30 21:17:19,4,en,,2023-06-30 21:17:19,2023-06-30 21:02:03,,,,0cae4f3d-d9c7-faad-9732-7b851ea13ba2,1,1,N,N,Female,1961,,,,,,6429,2,1,Intersport,,,,,,,,,,Nike,Hikesport,Nn,-,-,-,Sport1,Nn,Nn,Nn,Nn,Nn,Penger,Nn
117,2023-06-30 21:11:28,4,en,,2023-06-30 21:11:28,2023-06-30 21:03:04,,,,60fa6479-009f-e79e-c376-50d15327ea9a,1,1,N,N,Male,1995,,,,,,9110,2,1,inter sport,sport 1,,,,,,,,,sport 1,inter sport,sport outlet,sport 1,inter sport,power,zalando,roblpx,fortnite,ewe,qwe,we,better quality items the price the staff,better quality items and a better store
118,2023-06-30 21:16:36,4,en,,2023-06-30 21:16:36,2023-06-30 21:03:46,,,,d9f0468c-1389-c08c-c983-72dbd37c8916,1,1,N,N,Male,2004,,,,,,3226,2,1,XXL,Sport Outlet,SportDirekte,Sport1,,,,,,,Nike,Adidas,Hummel,Adidas,Nike,Hummel,Pit Viper,Giant,Hoka,Nike,Adidas,Hoka,Butikker er nærmere,hjelpsom persjonal som er der.
119,2023-06-30 21:11:31,4,en,,2023-06-30 21:11:31,2023-06-30 21:03:47,,,,b68eb105-9259-37d8-b70a-85a5dbe3709a,1,1,N,N,Male,2000,,,,,,55452,3,1,Stadium,Intersport,,,,,,,,,Outdoor,Nike,Adida,Asics,Under Armour,Hej,Head,Völkl,Bass,Asics,Sport,Under Armour,Priset,Sänka pris
120,2023-06-30 21:13:24,4,en,,2023-06-30 21:13:24,2023-06-30 21:03:51,,,,cd382a2b-2536-ac95-0124-1e131f45c0f2,1,1,N,N,Female,1967,,,,,,21772,3,1,Stadium,Sportia,Xxl,,,,,,,,Outnorth,Adidas,Helly Hansen,Adidas,Nike,Englesson,Englesson,Helly habsen,Adidas,Salomon,Adidas,Nike,Priserna,Ha lojal veckor m bra priser
121,2023-06-30 21:15:11,4,en,,2023-06-30 21:15:11,2023-06-30 21:04:38,,,,417a2f35-3e60-a119-433a-1b5161edfced,1,1,N,N,Male,1983,,,,,,5173,2,1,XXL,Sport 1,Intersport,Sport Norge,Sport outlet,,,,,,Bergans,Norde,HH,Nike,Adidas,HH,HH,Nike,Adidas,Nike,Adidas,Puma,Gjør det allerede,Fortsette med stort utvalg og lave priser.
122,2023-06-30 21:22:18,4,en,,2023-06-30 21:22:18,2023-06-30 21:05:01,,,,f65aa2b1-be79-e3fa-63be-967131c23d47,1,1,N,N,Male,1964,,,,,,16365,3,1,Intersport,XXL,Stadium,,,,,,,,.,.,.,Nike,Zalando,PS of Sweden,.,.,.,Nike,Zalando,PS of Sweden,Bra erbjudande,Bra som det är.
123,2023-06-30 21:33:35,4,en,,2023-06-30 21:33:35,2023-06-30 21:05:37,,,,1d36d2da-0c2b-4d76-0fd5-e61dc38be645,1,1,N,N,Male,1978,,,,,,56149,3,1,Intersport,Stadium,Sport direkt,Sport tema,,,,,,,Nike,Adidas,Puma,Nike,Adidas,Puma,Bmx,Adidas,Sportson,Adidas,Nike,Puma,Lite billigare,Att ha lite bättre priser
124,2023-06-30 21:23:15,4,en,,2023-06-30 21:23:15,2023-06-30 21:05:50,,,,03f417c9-9a4e-8a16-cdc6-23dfa8d01855,1,1,N,N,Female,1992,,,,,,14175,3,1,Stadium,XXL,,,,,,,,,Fjällräven,Vet ej,Vet ej,Adidas,Nike,Asics,Vet ej,Vet ej,Vet ej,Nike,Adidas,Asics,Bra priser,Inget
125,2023-06-30 21:15:09,4,en,,2023-06-30 21:15:09,2023-06-30 21:06:10,,,,04bee599-04b6-86ff-8096-d195ac2fee56,1,1,N,N,Male,1971,,,,,,17262,3,1,Xxl,Stadium,,,,,,,,,Salomon,Puma,Northface,Puma,Umbro,Warrior,Inget,Inget,Inget,Puma,Salomon,Champion,Inget,Bli som stadium
126,2023-06-30 21:14:17,4,en,,2023-06-30 21:14:17,2023-06-30 21:06:13,,,,8aa0acd0-cb71-cccd-9edf-988be7e24107,1,1,N,N,Female,1985,,,,,,18139,3,1,Stadium,Xxl,Intersport,Jula,,,,,,,Adidas,Fjällräven,Peak performance,Aimn,Adidas,Nike,Peak performance,Fjällräven,Jelly Hansen,Aimn,Adidas,Nike,Vet ej,Vet ej
127,2023-06-30 21:12:56,4,en,,2023-06-30 21:12:56,2023-06-30 21:06:13,,,,ac5938b9-1319-588f-67b6-0c72d482d95e,1,1,N,N,Male,1989,,,,,,41835,3,1,Xll,Stadium,,,,,,,,,North,Adidas,Nike,Adidad,Nike,Fila,Xxl,Stadium,Outlet,Stadium,Xll,Outlet,Billigare priser,Vet ej
128,2023-06-30 21:13:01,4,en,,2023-06-30 21:13:01,2023-06-30 21:06:14,,,,a83c799e-98f9-1af6-0291-4d1748669a00,1,1,N,N,Male,1990,,,,,,43653,3,1,Stadium,,,,,,,,,,Viking,Naturkompaniet,Nike,Nike,Adidas,Puma,Adidas,A,B,Adidas,Nike,Puma,Stadium,Pris
129,2023-06-30 21:27:03,4,en,,2023-06-30 21:27:03,2023-06-30 21:06:19,,,,dccbf8e4-2038-6327-f2eb-cce093acaa7e,1,1,N,N,Female,1979,,,,,,5300,2,1,Zalando,Xxl,Sport outlet,Intersport,,,,,,,Reebok,Adids,Vikafjell,Nike,Adidas,Vikafjell,Vet ikke,Vet ikke,Diamant,Vikafjell,Adidas,Nike,Zalando,Egentlig de er hyggelige ogen prisene er alt for dyrt
130,2023-06-30 21:16:52,4,en,,2023-06-30 21:16:52,2023-06-30 21:06:22,,,,cd7393f9-7c71-f348-4df6-a758f0e8be11,1,1,N,N,Male,1984,,,,,,60220,3,1,,,,,,,,,,,Intersport,H&M,Sportamore,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Vet ej,Sportamore,Intersport,XXL,,Ingen kommentar
131,2023-06-30 21:18:10,4,en,,2023-06-30 21:18:10,2023-06-30 21:07:58,,,,f6c906bc-4690-e812-f1b3-32e22c9b875f,1,1,N,N,Male,1981,,,,,,60228,3,1,Revolution Race,Sportamore,,,,,,,,,Revolution Race,Intersport,Outnorth,Adidas,Nike,Champinjon,Vet,Vet inte,Vet inte,Zalando,Sportamore,Xxl,Rabatter,Större lager
